Frame	ID	CentroidX	CentroidY	Width	Length	Area	Angle	NONpro	PARcau	SPIter	STEvir
1	0	1005	2994	16.643	25.239	310.5	56.31	0.9339718	0.0058979536	0.060001787	0.00012846963
1	1	2863	2990	24.0	25.0	476.5	90.0	0.99910337	0.0007931136	2.5871146e-05	7.770286e-05
1	2	1948	2923	26.0	27.0	558.0	90.0	0.99877435	0.00087640196	4.902606e-05	0.0003002337
1	3	808	2899	9.708	21.477	103.5	76.759	0.32256174	0.002300205	0.6746084	0.0005296105
1	4	3071	2813	22.0	24.0	432.5	90.0	0.99668103	0.0019452646	0.00040759897	0.0009660403
1	5	2570	2793	16.325	30.635	348.5	63.435	0.70442104	0.09065271	0.20349222	0.0014340411
1	6	2817	2731	24.0	25.0	480.0	90.0	0.9964405	0.003081243	0.00023915994	0.00023918618
1	7	4819	2656	24.0	31.0	574.0	90.0	0.9816585	0.009314546	0.0019515869	0.0070753223
1	8	1877	2649	22.627	23.345	411.5	45.0	0.9977558	0.0020234347	0.00018275982	3.7941387e-05
1	9	2579	2635	22.0	25.0	444.5	90.0	0.99865735	0.0010860603	1.7881883e-05	0.00023868289
1	10	5035	2618	10.0	19.0	111.0	90.0	0.390615	0.00089839846	0.60768574	0.00080084987
1	11	3715	2620	5.701	26.505	102.5	54.462	0.28955254	0.0069104107	0.7030533	0.0004837907
1	12	2929	2619	26.173	28.284	573.5	45.0	0.9992969	0.00027168263	1.5720087e-05	0.00041573052
1	13	2103	2603	13.829	58.149	401.0	11.31	0.042934317	0.11300036	0.8350703	0.00899497
1	14	1964	2574	25.0	25.0	512.5	90.0	0.9954159	0.0037677018	0.00012926532	0.000687133
1	15	949	2567	26.163	27.577	574.0	45.0	0.9975926	0.0023142754	8.0387135e-06	8.501556e-05
1	16	1882	2557	19.558	20.652	267.5	84.289	0.82149476	0.056778777	0.12125139	0.00047509748
1	17	3497	2559	14.142	45.255	496.0	45.0	0.17158486	0.7700862	0.017831026	0.040497802
1	18	3932	2548	36.77	38.184	963.0	45.0	0.1496497	0.8380441	0.00018403461	0.012122232
1	19	2803	2530	8.485	18.385	111.0	45.0	0.88063854	0.011617801	0.10762834	0.0001153126
1	20	3720	2529	24.042	24.759	466.0	45.0	0.9997969	0.00015999869	2.5176716e-05	1.7924276e-05
1	21	2653	2534	20.0	57.201	672.5	53.13	0.04276228	0.49867126	0.027004462	0.43156204
1	22	3268	2481	11.673	19.32	153.0	11.31	0.97912484	0.019611636	0.0011057402	0.00015780277
1	23	4988	2476	19.0	22.0	298.5	90.0	0.5951825	0.0016105528	0.40299934	0.0002077484
1	24	2814	2456	16.155	20.248	223.0	68.962	0.989556	0.005619194	0.004785892	3.8850514e-05
1	25	2686	2447	13.0	20.0	143.0	90.0	0.80779564	0.036573734	0.15441711	0.0012135396
1	26	1766	2448	28.284	28.284	604.5	45.0	0.9998104	0.00016151616	4.229692e-06	2.3964849e-05
1	27	1439	2433	23.0	24.0	444.5	90.0	0.9993999	0.00044242555	0.00011804457	3.9645623e-05
1	28	2094	2433	26.87	29.698	597.0	45.0	0.99389595	0.0031876906	0.001377571	0.0015388249
1	29	2493	2388	22.0	22.0	385.5	90.0	0.99590707	0.003980034	5.285551e-05	6.0054546e-05
1	30	2369	2367	25.0	25.0	520.5	90.0	0.9965049	0.0031738505	5.7688016e-05	0.0002635779
1	31	1856	2345	26.086	26.086	535.5	78.69	0.9998417	0.00013723341	5.505746e-06	1.5530359e-05
1	32	5051	2338	26.632	33.738	219.5	39.806	0.32741445	0.0021314481	0.6699404	0.0005137003
1	33	2981	2319	10.124	42.314	315.5	54.782	0.0019346551	0.9458712	0.002724084	0.049470067
1	34	2489	2272	25.0	25.0	486.5	90.0	0.9949732	0.0044514486	1.252346e-05	0.0005628312
1	35	1601	2272	27.0	27.0	602.5	90.0	0.99974126	0.00022180946	9.3085355e-06	2.760504e-05
1	36	1317	2260	16.0	17.0	223.0	90.0	0.9998392	0.00013398964	1.3665677e-05	1.3058722e-05
1	37	2309	2248	29.0	29.0	665.5	90.0	0.9996729	0.00022508518	2.4007675e-06	9.962761e-05
1	38	5382	2237	10.548	17.066	98.0	85.236	0.60068023	0.003335006	0.39559674	0.0003880608
1	39	1696	2192	26.833	27.295	575.0	63.435	0.9990621	0.0006346716	3.318342e-05	0.0002700072
1	40	5285	2184	15.24	23.005	218.0	48.366	0.7187284	0.008221948	0.27230078	0.00074881
1	41	4760	2181	26.101	29.887	470.0	17.354	0.5082558	0.016705152	0.47422472	0.0008143042
1	42	4265	2172	6.946	44.847	169.5	30.379	0.60419357	0.016497971	0.37699345	0.0023150416
1	43	2422	2145	27.0	28.0	592.0	90.0	0.9997644	0.0001673559	2.1967626e-05	4.6367426e-05
1	44	2096	2138	29.698	29.698	687.0	45.0	0.9980934	0.0016263503	6.7234774e-05	0.00021296697
1	45	1823	2082	29.698	31.113	726.0	45.0	0.9990569	0.00074496405	1.529248e-05	0.00018293687
1	46	2498	2077	21.0	22.0	376.5	90.0	0.99912626	0.000754335	1.2804141e-05	0.000106521176
1	47	650	2069	12.728	15.556	159.0	45.0	0.54603326	0.0033871674	0.4503008	0.00027874755
1	48	1475	2067	23.0	23.0	443.0	90.0	0.99990094	8.4715655e-05	5.230175e-06	9.14452e-06
1	49	2373	2057	25.164	25.461	489.5	70.017	0.99978584	0.00019892749	1.9184292e-06	1.3323372e-05
1	50	3472	2020	24.0	25.0	472.5	90.0	0.9997074	0.00023295687	7.3165643e-06	5.2388084e-05
1	51	2572	1999	22.0	23.0	399.0	90.0	0.998555	0.0013759664	3.8574824e-05	3.043481e-05
1	52	5370	1990	15.264	22.472	159.5	32.735	0.28368	0.0028758943	0.7118491	0.0015949681
1	53	1903	1993	28.0	29.0	652.0	90.0	0.9996451	0.00026466735	7.5249723e-06	8.275501e-05
1	54	3760	1984	13.537	30.037	257.5	2.726	0.6145199	0.09877588	0.27784157	0.008862662
1	55	5112	1978	14.807	15.207	114.0	10.305	0.6271463	0.0038164668	0.36733374	0.0017034691
1	56	2272	1964	25.0	25.0	493.0	90.0	0.9993968	0.0005827262	6.7126753e-06	1.378642e-05
1	57	1618	1957	25.0	26.0	521.0	90.0	0.9993057	0.00047753585	3.9792947e-05	0.00017698991
1	58	5210	1945	25.08	29.547	365.5	22.932	0.12816602	0.00022630942	0.87128913	0.00031856634
1	59	4648	1840	22.0	24.0	429.0	90.0	0.9992853	0.00031255567	0.00026365247	0.00013860253
1	60	3262	1840	40.528	41.527	1209.0	88.091	0.8833857	0.1140334	0.0010901244	0.0014907304
1	61	2453	1803	25.0	32.0	525.5	90.0	0.998145	0.001198843	1.9143996e-05	0.0006370235
1	62	1474	1773	25.554	27.785	517.5	30.964	0.999356	0.00048968697	1.04236615e-05	0.00014401639
