Frame	ID	CentroidX	CentroidY	Width	Length	Area	Angle	NONpro	PARcau	SPIter	STEvir
1	0	4440	3015	15.62	24.207	256.0	52.431	0.5659533	0.0058256695	0.42768234	0.0005387023
1	1	82	2960	20.125	23.707	350.5	63.435	0.7926665	0.20437065	0.0024971107	0.00046576085
1	2	548	2931	17.678	21.92	178.5	45.0	0.60625625	0.00026396726	0.3927746	0.00070508406
1	3	2807	2879	15.652	26.833	227.5	26.565	0.9737215	0.020042099	0.0060930415	0.00014328389
1	4	3239	2871	22.0	23.0	403.5	90.0	0.9918738	0.008023649	5.5886037e-05	4.660111e-05
1	5	398	2869	14.534	30.859	290.5	26.565	0.23268239	0.005462183	0.7603304	0.0015250851
1	6	3538	2788	15.0	54.0	561.0	90.0	0.753111	0.123506956	0.090799935	0.032582164
1	7	1256	2756	27.042	27.573	575.5	85.914	0.57972914	0.031100806	0.38763788	0.0015321614
1	8	5385	2740	7.826	20.156	92.0	66.801	0.4123505	0.0031975098	0.5829277	0.0015243406
1	9	2607	2728	10.198	12.369	94.0	12.529	0.9171887	0.0512958	0.030763011	0.0007525771
1	10	3224	2713	27.514	41.437	613.0	19.799	0.9227063	0.07201646	0.0050440454	0.00023319136
1	11	4013	2676	12.369	44.643	441.5	15.945	0.113003425	0.4285841	0.13789253	0.32051998
1	12	1864	2619	10.05	41.195	329.0	84.289	0.25333416	0.7100894	0.029650887	0.0069256574
1	13	3280	2579	24.749	26.163	516.0	45.0	0.9965947	0.0032149153	4.9574508e-05	0.0001407606
1	14	71	2551	10.308	15.042	118.5	14.036	0.9992418	0.00026753006	0.00046675696	2.3990768e-05
1	15	3463	2500	12.0	12.0	114.0	90.0	0.9919402	0.0040076743	0.0039206655	0.00013151077
1	16	3649	2501	12.042	81.566	701.5	40.914	0.0016200528	0.013556396	0.017990448	0.9668332
1	17	2972	2385	18.0	24.0	335.0	90.0	0.752066	0.021310886	0.22561668	0.0010063659
1	18	3313	2360	52.671	56.473	2166.0	70.017	0.121973105	0.0016169852	0.00020106065	0.87620884
1	19	2823	2352	13.583	44.839	453.0	82.875	0.48946786	0.38626692	0.009625691	0.11463951
1	20	2316	2303	21.84	22.136	375.0	18.435	0.63021314	0.022602595	0.3462984	0.0008858806
