Frame	ID	CentroidX	CentroidY	Width	Length	Area	Angle	NONpro	PARcau	SPIter	STEvir
1	0	3516	2950	19.0	20.0	325.5	90.0	0.9991037	0.00087073754	1.623874e-05	9.369875e-06
1	1	2599	2865	22.0	23.0	417.5	90.0	0.9956945	0.0032875424	0.0001234432	0.00089444726
1	2	2918	2842	25.0	25.0	516.0	90.0	0.99944	0.0005025909	3.063219e-06	5.424189e-05
1	3	4405	2835	33.941	33.941	891.0	45.0	0.98600787	0.0024790126	6.366011e-05	0.011449339
1	4	3758	2787	25.0	25.0	525.5	90.0	0.99762815	0.001097673	5.6263463e-05	0.0012179867
1	5	1590	2781	25.456	26.87	533.0	45.0	0.9979761	0.0012927973	0.00033748668	0.00039352322
1	6	1444	2768	9.552	22.277	152.0	80.538	0.58166224	0.014625357	0.4011277	0.0025846402
1	7	2461	2755	27.0	28.0	597.5	90.0	0.99538356	0.0035889125	0.0001709426	0.00085656205
1	8	2819	2714	24.0	24.0	462.5	90.0	0.9942094	0.0027528456	0.00012686575	0.002910986
1	9	786	2704	17.0	18.0	238.0	90.0	0.87014323	0.12119747	0.0018983193	0.0067609376
1	10	3155	2690	26.0	26.0	535.5	90.0	0.9967483	0.0026122327	0.00013201898	0.00050739956
1	11	4836	2679	9.055	15.033	119.5	85.914	0.24548417	0.0006565318	0.75145614	0.002403073
1	12	1164	2669	19.849	30.48	481.0	41.634	0.36488447	0.037688814	0.59233075	0.005095955
1	13	1791	2642	23.0	23.0	414.5	90.0	0.9942007	0.0051913625	0.0001629445	0.00044497932
1	14	2762	2620	22.0	23.0	405.0	90.0	0.998103	0.0011680201	0.00011178819	0.00061708555
1	15	3292	2610	25.0	25.0	509.0	90.0	0.99941623	0.0004327503	3.4293884e-05	0.00011667767
1	16	461	2650	22.699	100.907	1176.5	7.595	0.32976818	0.077146545	0.58442384	0.008661376
1	17	1920	2591	25.0	26.0	509.0	90.0	0.9965592	0.0030458667	0.00016374841	0.00023117963
1	18	2994	2581	23.0	23.0	422.0	90.0	0.9977685	0.0015093314	2.5377725e-05	0.0006968872
1	19	3658	2570	22.0	23.0	430.5	90.0	0.9968155	0.000851351	0.00028707666	0.0020461099
1	20	260	2548	27.0	28.0	594.5	90.0	0.992211	0.0075325724	0.00012905979	0.00012743994
1	21	2727	2493	28.0	29.0	639.0	90.0	0.99605346	0.0032917492	0.00020725986	0.0004475037
1	22	2117	2474	27.409	27.771	571.0	75.964	0.9992932	0.00062874844	2.0831674e-05	5.722014e-05
1	23	4129	2463	25.0	25.0	503.5	90.0	0.9992824	0.00047945266	0.00017154738	6.658795e-05
1	24	3448	2456	22.0	23.0	424.0	90.0	0.99714905	0.0021442953	0.000109442095	0.0005971442
1	25	766	2396	25.0	29.0	563.5	90.0	0.9703636	0.02804081	0.00022363006	0.001372011
1	26	3252	2322	27.0	28.0	597.5	90.0	0.9922808	0.0064563425	0.00012533559	0.0011374395
1	27	2928	2306	15.0	16.0	200.0	90.0	0.75213176	0.008876903	0.23860426	0.00038706235
1	28	3339	2221	24.0	25.0	479.0	90.0	0.9939733	0.003878086	0.0009337345	0.00121492
1	29	1993	2217	29.517	31.085	704.0	63.435	0.98720026	0.012357739	6.4771935e-05	0.00037722324
