Frame	ID	CentroidX	CentroidY	Width	Length	Area	Angle	NONpro	PARcau	SPIter	STEvir
1	0	3793	3024	15.556	19.799	247.0	45.0	0.9767924	0.010307188	0.012344415	0.0005559775
1	1	3305	2994	14.0	19.0	219.5	90.0	0.48680985	0.055894267	0.45451352	0.002782409
1	2	2884	3001	45.804	48.01	1514.5	54.162	0.9933435	0.0016612898	0.0007576051	0.004237574
1	3	844	2975	20.408	42.362	400.0	30.651	0.3426232	0.00038875508	0.6565344	0.00045367537
1	4	2511	2969	26.683	59.666	1013.5	76.329	0.9216357	0.07542356	0.00017445326	0.0027663154
1	5	3183	2961	32.0	33.0	859.5	90.0	0.99938726	0.00032734068	9.21007e-05	0.00019327436
1	6	1269	2946	20.396	50.01	823.5	78.69	0.8056949	0.113842316	0.0767089	0.0037539033
1	7	1467	2921	30.017	34.986	829.0	30.256	0.90044445	0.024280297	0.07323595	0.002039226
1	8	5353	2904	11.011	18.768	120.0	48.366	0.2986621	0.00029037174	0.7002075	0.000840109
1	9	3339	2908	49.193	50.537	1899.5	63.435	0.977589	0.004145025	0.00054624653	0.01771983
1	10	3496	2888	22.825	24.597	443.5	26.565	0.9998684	8.993371e-05	1.7318776e-05	2.4315761e-05
1	11	138	2884	7.0	21.0	114.5	90.0	0.32264444	0.0006269953	0.675525	0.0012035732
1	12	1033	2865	12.0	14.0	138.5	90.0	0.90678704	0.004337178	0.088148445	0.0007272884
1	13	1336	2858	15.0	16.0	198.5	90.0	0.99867517	0.00086722546	0.00036238428	9.5226285e-05
1	14	5405	2826	11.0	19.0	130.5	90.0	0.13635974	0.0005550725	0.86232156	0.0007636267
1	15	3026	2806	25.0	25.0	494.5	90.0	0.99802566	0.001022371	8.593808e-05	0.00086611946
1	16	5257	2786	23.087	23.087	261.0	85.236	0.31167215	0.0016299699	0.68555224	0.0011455946
1	17	1524	2789	16.07	41.692	466.5	5.711	0.8330869	0.022808574	0.14270683	0.0013976395
1	18	4902	2761	17.357	29.125	206.0	78.69	0.326118	0.0005098092	0.67255265	0.00081954733
1	19	126	2726	14.142	14.142	138.5	45.0	0.4188921	0.004426931	0.5749962	0.0016849062
1	20	911	2705	12.021	16.263	152.0	45.0	0.8921891	0.0020049706	0.1056366	0.00016942692
1	21	1584	2704	9.301	32.901	208.0	36.87	0.79937184	0.016285162	0.18310377	0.0012392199
1	22	2578	2685	25.0	26.0	518.0	90.0	0.9990784	0.00053048023	4.0351013e-05	0.00035077572
1	23	825	2683	28.991	45.962	830.5	45.0	0.9957832	0.0037442234	9.1196416e-05	0.00038138955
1	24	2713	2662	17.0	19.0	253.5	90.0	0.9981212	0.0016503187	0.00017884023	4.9656264e-05
1	25	995	2624	14.0	16.0	172.0	90.0	0.107439056	0.00028549187	0.89175564	0.00051978976
1	26	3521	2624	20.0	20.0	316.0	90.0	0.9989889	0.0007778219	5.9572645e-05	0.00017363904
1	27	4703	2611	34.514	49.023	1311.5	2.045	0.9890314	0.008759979	0.0013096826	0.000899061
1	28	71	2569	18.848	29.347	334.0	22.62	0.18297257	0.0003405685	0.8161093	0.00057750073
