Frame	ID	CentroidX	CentroidY	Width	Length	Area	Angle	NONpro	PARcau	SPIter	STEvir
1	0	5189	2974	12.0	22.0	108.0	90.0	0.5035986	0.009038497	0.4861888	0.0011740554
1	1	477	2962	10.607	24.749	156.5	82.405	0.76689255	0.0018583558	0.23028453	0.00096457684
1	2	2847	2955	22.0	23.0	417.0	90.0	0.9999299	5.6279052e-05	7.972071e-06	5.8300334e-06
1	3	2502	2947	24.042	26.87	522.5	45.0	0.9996761	0.00020002664	7.4092236e-06	0.00011650895
1	4	1771	2946	17.692	48.104	636.0	46.736	0.02257532	0.80929375	0.06650744	0.101623535
1	5	1895	2920	28.0	30.0	660.0	90.0	0.99921215	0.00069837086	4.5367233e-05	4.406988e-05
1	6	515	2885	28.0	33.0	470.5	-0.0	0.25381812	0.004641531	0.740196	0.0013443016
1	7	4494	2863	10.0	14.0	107.5	90.0	0.70150703	0.0013369402	0.2967552	0.00040079126
1	8	147	2828	22.809	53.012	590.0	24.905	0.3488243	0.010397823	0.63888824	0.0018896462
1	9	3095	2780	11.8	18.31	159.0	36.027	0.7807804	0.028621003	0.18999435	0.0006043394
1	10	4859	2778	11.402	23.77	118.5	14.931	0.53596675	0.0058588097	0.45689735	0.0012771306
1	11	291	2733	19.78	30.842	258.5	19.983	0.5902047	0.007394799	0.4006892	0.0017113036
1	12	5401	2710	17.0	18.0	202.5	90.0	0.5549926	0.000724477	0.44371346	0.0005694848
1	13	1947	2703	19.449	50.142	749.0	73.301	0.029832963	0.9184502	0.007958529	0.043758277
1	14	4788	2657	11.0	29.0	193.0	90.0	0.45338535	0.00655694	0.53893733	0.0011203724
1	15	3148	2657	24.0	25.0	494.0	90.0	0.9996549	0.00029513112	1.2232916e-05	3.7716127e-05
1	16	117	2643	22.0	41.0	502.5	90.0	0.80743074	0.0074817766	0.18454534	0.0005421195
1	17	983	2650	40.697	56.269	1449.5	42.614	0.5564224	0.0067038797	0.43585387	0.0010198961
1	18	2539	2618	44.045	58.078	1905.5	2.862	0.9950358	0.00078685395	9.914023e-05	0.004078135
1	19	739	2582	13.0	18.0	168.0	90.0	0.5394537	0.0019335434	0.45799446	0.0006182876
1	20	4471	2561	27.951	30.418	638.0	63.435	0.52693474	0.014689603	0.45779783	0.00057777547
1	21	104	2457	10.0	28.0	224.5	90.0	0.2999788	0.00019822773	0.6991715	0.0006514577
1	22	3375	2463	29.0	30.0	681.0	90.0	0.99979013	0.0001386724	5.4178727e-05	1.698213e-05
1	23	4592	2448	9.055	16.125	102.0	8.13	0.44762808	0.00014992597	0.5516247	0.00059730315
1	24	3528	2417	12.042	12.728	120.5	45.0	0.98370034	0.004662469	0.011477043	0.00016006427
1	25	3530	2327	22.0	23.0	417.0	90.0	0.9975915	0.002185501	3.9230552e-05	0.00018375972
1	26	968	2321	18.0	21.0	273.0	90.0	0.76288646	0.010740586	0.22548036	0.00089262356
1	27	2547	2308	23.0	24.0	447.0	90.0	0.9991788	0.00076553563	9.247677e-06	4.6324098e-05
1	28	4212	2259	23.0	27.0	507.5	90.0	0.9996536	0.00025796538	7.9829704e-05	8.644661e-06
1	29	3342	2215	25.0	25.0	497.5	90.0	0.9989159	0.00101379	2.3093311e-05	4.720597e-05
1	30	75	2176	15.572	40.651	347.5	85.426	0.39533398	0.0020482724	0.60151404	0.0011037322
1	31	2268	2241	63.53	233.529	2562.5	61.858	0.0011242566	6.250205e-05	0.01435163	0.9844616
1	32	2424	2131	20.652	34.792	522.5	82.875	0.7410835	0.048849445	0.20962505	0.00044206157
1	33	1750	2122	22.0	24.0	450.5	90.0	0.9997342	0.00023794608	7.3263823e-06	2.0594352e-05
1	34	3403	2104	24.0	24.0	473.5	90.0	0.9991391	0.0007802763	2.7897915e-05	5.2778465e-05
1	35	1068	2107	14.637	62.724	726.0	8.531	0.15366378	0.7324606	0.109779246	0.004096372
1	36	728	2074	13.238	18.927	109.5	11.31	0.6552989	0.0006089762	0.3438565	0.00023562789
1	37	1459	2081	47.629	75.7	2351.5	4.289	0.99969196	6.415104e-05	0.00011707204	0.00012683375
1	38	4404	2066	22.0	26.0	475.0	90.0	0.9980229	0.0011371374	0.00067413715	0.00016588288
1	39	2717	2031	14.422	41.617	354.5	35.134	0.043414377	0.3121338	0.5872782	0.057173632
1	40	3319	1966	20.809	30.0	396.0	36.87	0.8955016	0.07703773	0.02582745	0.0016331656
1	41	2831	1968	20.839	43.477	652.5	30.651	0.44495997	0.5008205	0.023783784	0.030435722
1	42	1915	1944	14.56	41.231	500.0	14.036	0.019959	0.9629748	0.013525035	0.0035412433
1	43	1829	1932	10.0	19.0	148.5	90.0	0.69621754	0.028065018	0.27451828	0.0011991714
1	44	1609	1937	20.0	23.0	368.0	90.0	0.9998721	0.00011166512	2.121019e-06	1.4066131e-05
1	45	3197	1935	15.692	43.661	566.0	66.038	0.012065527	0.9871028	0.00060045894	0.00023119782
1	46	3025	1872	9.862	87.001	342.0	62.152	0.0023552568	0.0022779228	0.9510972	0.044269625
1	47	1886	1838	14.396	63.736	562.5	19.747	0.535742	0.40438673	0.020463914	0.039407488
1	48	1142	1818	22.522	46.024	405.5	1.397	0.42732203	0.025910147	0.5441662	0.0026016594
1	49	1444	1808	19.0	21.0	334.0	90.0	0.99970716	0.000265649	1.6173846e-05	1.0975179e-05
1	50	2966	1783	14.422	25.239	255.5	56.31	0.9743949	0.01583919	0.008072799	0.0016930329
1	51	3752	1778	23.0	25.0	441.5	90.0	0.9997856	0.00017975213	2.8711887e-05	5.894008e-06
